Index,Part Code,SAP Code,Material Description,Part Type,Packaging,Final Code,Noted,Dup check,Final Part Type,10-12M,13-24M,25-36M,>36M,Old SAP code,Program,Part type Detail,IDN
219,0220-4718,600021103,220-4718- STATOR ASSEMBLY,New parts,,0220-4718,,1,Parts,,,,,,,New parts,
220,0232-3849,600044888,232-3849-BRACKET HTR MTG,New parts,1,0232-3849,,1,Parts,,,,,,,New parts,
221,0232-3850,600007425,232-3850 - BRACKET HTR MTG,New parts,1,0232-3850,Not yet purchased new part,1,Parts,,,,,,,New parts,
222,0234-1116,600030719,234-1116- GASKET-CYL HEAD COVER,New parts,,0234-1116,,1,Parts,,,,,,,New parts,
223,0249-0741,600010539,249-0741 - FRAME & STATOR ASSY,New parts,,0249-0741,,1,Parts,,,,,,,New parts,
224,0249-0797,600010608,249-0797- DIOD VARISTOR# RSK 5001,New parts,,0249-0797,,1,Parts,,,,,,,New parts,
225,0249-0814,600020063,249-0814- REPLAY- 2P BASE,New parts,1,0249-0814,,1,Parts,,,,,,,New parts,
226,0249-0818,600078700,0249-0818 - RELAY-BASE,New parts,1,0249-0818,,1,Parts,,,,,,,New parts,
227,0300-2897,600044594,300-2897-PCB ASSY,New parts,,0300-2897,,1,Parts,,,,,,,New parts,
228,0300-3092,600007529,300-3092 - PCB ASSY TRANSFORMER,New parts,1,0300-3092,,1,Parts,,,,,,,New parts,
229,0300-3094,600007522,300-3094 - PCB ASSY - TD,New parts,1,0300-3094,,1,Parts,,,,,,,New parts,
230,0300-3121,600045862,300-3121-SENSOR,New parts,1,0300-3121,,1,Parts,,,,,,,New parts,
231,0300-3464,600016725,300-3464 - PCB ASSY-DAY TANK,New parts,1,0300-3464,,1,Parts,,,,,,,New parts,
232,0300-3953-01,600007531,300-3953-01 - PCB ASSY MOTHER,New parts,1,0300-3953-01,,1,Parts,,,,,,,New parts,
233,0300-3998-01,600072785,0300-3998-01- MODULE ASSY ALARM,New parts,1,0300-3998-01,,1,Parts,,,,,,,New parts,
234,0300-4069,600022047,300-4069-PCB KIT,New parts,1,0300-4069,,1,Parts,,,,,,,New parts,
235,0300-4079,600000525,300-4079-Board Control,New parts,1,0300-4079,,1,Parts,,,,,,,New parts,
236,0300-4080-01,600000527,300-4080-01-Board Analog,New parts,1,0300-4080-01,,1,Parts,,,,,,,New parts,
237,0300-4080-02,600000528,300-4080-02-PCB Assy,New parts,1,0300-4080-02,,1,Parts,,,,,,,New parts,
238,0300-4081,600016246,300-4081 - PCB ASSY-AMF DISPLAY,New parts,1,0300-4081,,1,Parts,,,,,,,New parts,
239,0300-4083,600003958,"300-4083 - PCB ASSY-ENG , INT FC",New parts,1,0300-4083,,1,Parts,,,,,,,New parts,
240,0300-4099,600044605,300-4099-EMERGENCY STOP,New parts,,0300-4099,,1,Parts,,,,,,,New parts,
241,0300-4286,600000530,300-4286PCB Assy-PRL DSPL,New parts,1,0300-4286,,1,Parts,,,,,,,New parts,
242,0300-4294,600010487,"300-4294 - PCB - ENG MON , 1 , 7 LITE2",New parts,1,0300-4294,,1,Parts,,,,,,,New parts,
243,0300-4295,600010488,"300-4295 - PCB - ENG MON , 1 , 7 LITE2",New parts,1,0300-4295,,1,Parts,,,,,,,New parts,
244,0300-4296,600000532,300-4296 PCB Assy,New parts,1,0300-4296,,1,Parts,,,,,,,New parts,
245,0300-4297,600000533,300-4297-PCB-Engine,New parts,1,0300-4297,,1,Parts,,,,,,,New parts,
246,0300-4306,600000534,300-4306-Regulator-auto volt,New parts,1,0300-4306,,1,Parts,,,,,,,New parts,
247,0300-4306-01,600015429,300-4306-01 - REG-VOLT,New parts,1,0300-4306-01,,1,Parts,,,,,,,New parts,
248,0300-4307,600000535,"300-4307-Board, Governor",New parts,1,0300-4307,,1,Parts,,,,,,,New parts,
249,0300-4308-01,600003718,300-4308-01-PCB Potted PT/CT,New parts,1,0300-4308-01,,1,Parts,,,,,,,New parts,
250,0300-4308-02,600000536,300-4308-02-PCB-Potted PT/CT,New parts,1,0300-4308-02,,1,Parts,,,,,,,New parts,
251,0300-4309-01,600014857,300-4309-01-PCB ASSY POTTED BUS PT,New parts,1,0300-4309-01,,1,Parts,,,,,,,New parts,
252,0300-4309-02,600017494,300-4309-02 - PCB-ASSY-PTOOED BUS PT,New parts,1,0300-4309-02,,1,Parts,,,,,,,New parts,
253,0300-4324,600052444,300-4324-PCB ASSY OVER SPEED/DISC (12V),New parts,1,0300-4324,,1,Parts,,,,,,,New parts,
254,0300-4462,600000544,300-4462-PCB assy-cust interface,New parts,1,0300-4462,,1,Parts,,,,,,,New parts,
255,0300-4462-01,600010620,300-4462-01 - PCB ASSY CUST,New parts,1,0300-4462-01,,1,Parts,,,,,,,New parts,
256,0300-4481,600000546,300-4481-PCB assy-SGL,New parts,1,0300-4481,,1,Parts,,,,,,,New parts,
257,0300-4608-01,600003799,300-4608-01 - DOOR-REPLACEMENT,New parts,1,0300-4608-01,,1,Parts,,,,,,,New parts,
258,0300-4608-02,600003719,300-4608-02 - DOOR - PCC REPL(TEX),New parts,1,0300-4608-02,,1,Parts,,,,,,,New parts,
259,0300-4611,600031999,300-4611-MOD BOX KIT,New parts,,0300-4611,,1,Parts,,,,,,,New parts,
260,0300-4613,600070652,300-4613-INTERCONNECTION BOX-PCC,New parts,1,0300-4613,,1,Parts,,,,,,,New parts,
261,0300-4614,600070653,300-4614-MOD BOX KIT,New parts,1,0300-4614,,1,Parts,,,,,,,New parts,
262,0300-4622-02,600032000,300-4622-02-HARNESS KIT,New parts,,0300-4622-02,,1,Parts,,,,,,,New parts,
263,0300-4622-07,600000553,300-4622-07-Harness Kit PCC,New parts,1,0300-4622-07,,1,Parts,,,,,,,New parts,
264,0300-4622-08,600070654,300-4622-08-HARNESS KIT,New parts,1,0300-4622-08,,1,Parts,,,,,,,New parts,
265,0300-4623-26,600026907,300-4623-26 - CT KIT,New parts,,0300-4623-26,,1,Parts,,,,,,,New parts,
266,0300-4623-27,600032001,300-4623-27-CT KIT,New parts,1,0300-4623-27,,1,Parts,,,,,,,New parts,
267,0300-4623-32,600029674,300-4623-32 - CT KIT,New parts,1,0300-4623-32,,1,Parts,,,,,,,New parts,
268,0300-4623-34,600067550,300-4623-34- CT KIT.,New parts,1,0300-4623-34,,1,Parts,,,,,,,New parts,
269,0300-4623-36,600067551,300-4623-36- CT KIT.,New parts,1,0300-4623-36,,1,Parts,,,,,,,New parts,
270,0300-4623-51,600070655,300-4623-51-CT KIT,New parts,1,0300-4623-51,,1,Parts,,,,,,,New parts,
271,0300-4623-54,600031024,300-4623-54-CT KIT,New parts,1,0300-4623-54,,1,Parts,,,,,,,New parts,
272,0300-4624-02,600010787,300-4624-02 - RAIL MOUNT KIT PCC,New parts,,0300-4624-02,,1,Parts,,,,,,,New parts,
273,0300-4625,600026908,300-4625 - GOV KIT-PCC,New parts,1,0300-4625,,1,Parts,,,,,,,New parts,
274,0300-4626-01,600067989,300-4626-01-PT/CT MOD KIT,New parts,,0300-4626-01,,1,Parts,,,,,,,New parts,
275,0300-4626-02,600031025,300-4626-02-PT/CT MODULE KIT PCC,New parts,1,0300-4626-02,,1,Parts,,,,,,,New parts,
276,0300-4632,600026909,300-4632 - ENGINE ACCYS KIT-PCC,New parts,1,0300-4632,,1,Parts,,,,,,,New parts,
277,0300-4633,600070656,300-4633-ACCESSORY KIT,New parts,1,0300-4633,,1,Parts,,,,,,,New parts,
278,0300-4634,600026940,300-4634 - VOLT REG KIT,New parts,1,0300-4634,,1,Parts,,,,,,,New parts,
279,0300-4691,600093237,0300-4691 - Panel Membrane,New parts,1,0300-4691,,1,Parts,,,,,,,New parts,
280,0300-4693,600091711,0300-4693 - PANEL-MAMBRANE,New parts,1,0300-4693,,1,Parts,,,,,,,New parts,
281,0300-4721,600000554,300-4721-PXRCMD eprom kit,New parts,1,0300-4721,,1,Parts,,,,,,,New parts,
282,0300-4721-01,600088533,0300-4721-01-EPROM KIT-PCC,New parts,1,0300-4721-01,,1,Parts,,,,,,,New parts,
283,0300-4721-04,600018364,300-4721-04 - EPROM KIT-PCC,New parts,1,0300-4721-04,,1,Parts,,,,,,,New parts,
284,0300-4721-12,600010788,300-4721-12 - EPROM KIT-PCC,New parts,1,0300-4721-12,,1,Parts,,,,,,,New parts,
285,0300-4721-16,600045502,300-4721-16 -EPROM KIT PCC,New parts,1,0300-4721-16,,1,Parts,,,,,,,New parts,
286,0300-4725,600000555,300-4725-CONTROL GORVERNER,New parts,1,0300-4725,,1,Parts,,,,,,,New parts,
287,0300-4765,600031998,300-4765-MOUNT RAIL KIT,New parts,1,0300-4765,,1,Parts,,,,,,,New parts,
288,0300-4766,600026847,300-4766-KIT-MNT RAIL -PCC,New parts,1,0300-4766,,1,Parts,,,,,,,New parts,
289,0300-4767-02,600090926,0300-4767-02-BUS PT KIT-PCC,New parts,1,0300-4767-02,,1,Parts,,,,,,,New parts,
290,3004819,600000556,3004819-PCB Assembly,New parts,,3004819,,1,Parts,,,,,,,New parts,
291,0300-4820-01,600043361,"300-4820-01- CONTROL, ASSY-VENT",New parts,,0300-4820-01,,1,Parts,,,,,,,New parts,
292,0300-4883-09,600090925,0300-4883-09-PARALLELING CNTL KIT,New parts,1,0300-4883-09,,1,Parts,,,,,,,New parts,
293,0300-4969,600081296,0300-4969 - PCB ASSY-GENSET BASE,New parts,1,0300-4969,,1,Parts,,,,,,,New parts,
294,0300-4970,600000559,300-4970-PCB Genset PT Fuel,New parts,1,0300-4970,,1,Parts,,,,,,,New parts,
295,0300-4985-02,600010381,300-4985-02 - PCB ASSY - FIRST STRT,New parts,1,0300-4985-02,,1,Parts,,,,,,,New parts,
296,0300-4985-04,600046119,300-4985-04-PCB ASSY-FIRST STRT PT,New parts,1,0300-4985-04,,1,Parts,,,,,,,New parts,
297,0300-5040,600092637,0300-5040 - Sender Negative ground,New parts,1,0300-5040,,1,Parts,,,,,,,New parts,
298,0300-5098,600044593,300-5098-PCB ASSY,New parts,1,0300-5098,,1,Parts,,,,,,,New parts,
299,0300-5126,600000560,300-5126 PCB Assy Genset,New parts,1,0300-5126,,1,Parts,,,,,,,New parts,
300,0300-5145,600031026,300-5145-PWRCMD SERIAL CM KIT,New parts,,0300-5145,,1,Parts,,,,,,,New parts,
301,0300-5147-04,600017482,300-5147-04- PCB ASSY -DIG MDL2,New parts,1,0300-5147-04,,1,Parts,,,,,,,New parts,
302,0300-5148-04,600090915,0300-5148-04-PCB-ASSY PWR MDL-1,New parts,1,0300-5148-04,,1,Parts,,,,,,,New parts,
303,0300-5149-06,600069092,300-5149-06- MACH DIEU KHIEN,New parts,1,0300-5149-06,,1,Parts,,,,,,,New parts,
304,0300-5149-08,600071997,300-5149-08-MACH DIEN TU TICH HOP,New parts,1,0300-5149-08,,1,Parts,,,,,,,New parts,
305,0300-5151,600091540,0300-5151 - Digital Display Assy,New parts,1,0300-5151,,1,Parts,,,,,,,New parts,
306,0300-5179,600009987,300-5179 - PCB ASSY-OP DIGITAL,New parts,1,0300-5179,,1,Parts,,,,,,,New parts,
307,0300-5180,600000562,300-5180-PCB Assy Genset,New parts,1,0300-5180,,1,Parts,,,,,,,New parts,
308,0300-5181,600010489,0300-5181 - PCB ASSY - SWITCH PANE,New parts,1,0300-5181,,1,Parts,,,,,,,New parts,
309,0300-5187,600000564,300-5187 - PCB assy,New parts,1,0300-5187,,1,Parts,,,,,,,New parts,
310,0300-5204-02,600026941,300-5204-02 - CONTROL BOX KIT (TEXT),New parts,,0300-5204-02,,1,Parts,,,,,,,New parts,
311,0300-5383,600000568,300-5383-PCB Assy,New parts,1,0300-5383,,1,Parts,,,,,,,New parts,
312,0300-5392,600091541,0300-5392 - Membrane Panel,New parts,1,0300-5392,,1,Parts,,,,,,,New parts,
313,0300-5467,600012362,0300-5467 - DISPLAY ASSY-DIGITAL,New parts,1,0300-5467,,1,Parts,,,,,,,New parts,
314,0300-5685,600015721,300-5685- DISPLAY- CONTROL,New parts,1,0300-5685,,1,Parts,,,,,,,New parts,
315,0300-5685-01,600079991,0300-5685-01 - DISPLAY-CONTROL (MEMB),New parts,1,0300-5685-01,,1,Parts,,,,,,,New parts,
316,0300-5696-01,600096774,0300-5696-01-CONTROL ASSY,New parts,1,0300-5696-01,,1,Parts,,,,,,,New parts,
317,0300-5760-02,600079993,0300-5760-02 - CONTROL ASSY MTO,New parts,1,0300-5760-02,,1,Parts,,,,,,,New parts,
318,0300-5878-13,600016418,300-5878-13- CONTROL ASSY (15 AMP),New parts,1,0300-5878-13,,1,Parts,,,,,,,New parts,
319,0300-5926,600033505,300-5926- Control (Modlon Gateway),New parts,,0300-5926,,1,Parts,,,,,,,New parts,
320,0300-5929-01,600071307,300-5929-01- BO TRUYEN TIN HIEU,New parts,1,0300-5929-01,,1,Parts,,,,,,,New parts,
321,0300-5937,600020274,300-5937 MODULE-ALARM,New parts,1,0300-5937,,1,Parts,,,,,,,New parts,
322,0300-5985,600004034,300-5985-Control assy,New parts,,0300-5985,,1,Parts,,,,,,,New parts,
323,0300-5986,600003959,300-5986 - CONTROL ASSY,New parts,,0300-5986,,1,Parts,,,,,,,New parts,
324,0300-6014,600080430,300-6014 - CONTROL ASSY (DYNAM 2 DISPLAY),New parts,1,0300-6014,,1,Parts,,,,,,,New parts,
325,0300-6090,600027115,300-6090-CONTROL ASSY,New parts,1,0300-6090,,1,Parts,,,,,,,New parts,
326,0300-6314-01,600020528,"300-6314-01 DISPLAY-CNTRL (SYM, EN)",New parts,1,0300-6314-01,,1,Parts,,,,,,,New parts,
327,0300-6315-01,600103813,"300-6315-01-DISPLAYCTRL,ENGTXT,NOCB",New parts,1,0300-6315-01,,1,Parts,,,,,,,New parts,
328,0300-6315-02,600021033,300-6315-02 DISPLAY-CONTROL,New parts,1,0300-6315-02,,1,Parts,,,,,,,New parts,
329,0300-6315-03,600084601,"0300-6315-03-DISPLAY-CONTRL SYM, ENG TXT",New parts,1,0300-6315-03,,1,Parts,,,,,,,New parts,
330,0300-6357-01,600016330,300-6357-01 - DISPLAY-CONTROL ASSEMB,New parts,1,0300-6357-01,,1,Parts,,,,,,,New parts,
331,0300-6366-02,600069548,300-6366-02-MAN HINH DIEU KHIEN,New parts,1,0300-6366-02,,1,Parts,,,,,,,New parts,
332,0300-6396,600018365,300-6396 - CONTROL ASSY,New parts,1,0300-6396,,1,Parts,,,,,,,New parts,
333,0300-6445,600053220,300-6445-CONTROL ASSY,New parts,,0300-6445,,1,Parts,,,,,,,New parts,
334,0300-6597,600065227,300-6597- CONTROL ASSY,New parts,1,0300-6597,,1,Parts,,,,,,,New parts,
335,0300-6635-05,600028596,300-6635-05- CONTROL ASSY,New parts,1,0300-6635-05,,1,Parts,,,,,,,New parts,
336,0301-9055,600044602,301-9055-DOOR CONTROL,New parts,,0301-9055,,1,Parts,,,,,,,New parts,
337,0302-0885,600015827,302-0885 - METER-TIME TOT,New parts,1,0302-0885,,1,Parts,,,,,,,New parts,
338,0302-1148,600003971,302-1148-Voltmeter-AC,New parts,1,0302-1148,,1,Parts,,,,,,,New parts,
339,0302-1641,600003972,302-1641-Voltmeter (8-18V),New parts,1,0302-1641,,1,Parts,,,,,,,New parts,
340,0302-1642,600003973,302-1642-Voltmeter (16-36V),New parts,1,0302-1642,,1,Parts,,,,,,,New parts,
341,0302-1720,600031047,302-1720-METER-FREQUENCY,New parts,1,0302-1720,,1,Parts,,,,,,,New parts,
342,0302-1852-02,600017539,302-1852-02 - TRANSFORMER-CURRENT,New parts,,0302-1852-02,,1,Parts,,,,,,,New parts,
343,0302-1882,600044604,302-1882-TAHOMETER,New parts,,0302-1882,,1,Parts,,,,,,,New parts,
344,0302-1968,600031048,302-1968-METER-FREQUENCY,New parts,1,0302-1968,,1,Parts,,,,,,,New parts,
345,0302-2002,600044603,302-2002-HOURMETER,New parts,1,0302-2002,,1,Parts,,,,,,,New parts,
346,0302-2009-01,600018367,302-2009-01 - VOLTMETER-AC,New parts,1,0302-2009-01,,1,Parts,,,,,,,New parts,
347,0302-2010,600018368,302-2010 - METER-PREQUENCY,New parts,1,0302-2010,,1,Parts,,,,,,,New parts,
348,0302-2011,600018369,302-2011 - AMMETER,New parts,1,0302-2011,,1,Parts,,,,,,,New parts,
349,0302-2012,600018370,302-2012 - WATTMETER,New parts,1,0302-2012,,1,Parts,,,,,,,New parts,
350,0302-2056-09,600044675,302-2056-09-TRANSFORMER-CURRENT,New parts,1,0302-2056-09,,1,Parts,,,,,,,New parts,
351,0302-2057-02,600032969,302-2057-02-TRANSFORMER-CURRENT,New parts,1,0302-2057-02,,1,Parts,,,,,,,New parts,
352,0302-2057-04,600000670,302-2057-04-Transformer,New parts,1,0302-2057-04,,1,Parts,,,,,,,New parts,
353,0302-2057-26,600077469,302-2057-26- CURRENT TFR 1070/1-2140/1,New parts,1,0302-2057-26,,1,Parts,,,,,,,New parts,
354,0302-2057-29,600070888,302-2057-29- MACH DIEN TU TICH HOP,New parts,1,0302-2057-29,,1,Parts,,,,,,,New parts,
355,0302-2057-33TRANSFORMER,600020064,302-2057-33 TRANSFORMER- CURRENT,New parts,,0302-2057-33TRANSFORMER,,1,Parts,,,,,,,New parts,
356,0302-2057-34,600010749,302-2057-34 - TRANSFORMER - CURRENT,New parts,1,0302-2057-34,,1,Parts,,,,,,,New parts,
357,0302-2057-40,600003506,302-2057-40-Current Transformer,New parts,1,0302-2057-40,,1,Parts,,,,,,,New parts,
358,0302-2057-41,600033148,302-2057-41-Transformer-Current,New parts,1,0302-2057-41,,1,Parts,,,,,,,New parts,
359,0302-2057-42,600090927,0302-2057-42-TRANSFORMER-CURRENT,New parts,1,0302-2057-42,,1,Parts,,,,,,,New parts,
360,0302-2058-13,600066441,302-2058-13-TRANSFORMER CURRENT,New parts,1,0302-2058-13,,1,Parts,,,,,,,New parts,
361,0302-2058,600080373,302-2058 - 14 - TRANSFORMER-CUR,New parts,,0302-2058,,1,Parts,,,,,,,New parts,
362,0302-2058-16,600021207,302-2058-16-TRANSFORMER CURRENT,New parts,1,0302-2058-16,,1,Parts,,,,,,,New parts,
363,0302-2096-04,600026848,302-2096-04-METER MULTI,New parts,,0302-2096-04,,1,Parts,,,,,,,New parts,
364,0302-2096-06,600026849,302-2096-06-MULTI-METER,New parts,,0302-2096-06,Not yet purchased new part,1,Parts,,,,,,,New parts,
365,0302-2098,600015927,302-2098 - METER MULTI,New parts,,0302-2098,,1,Parts,,,,,,,New parts,
366,0302-2099,600015928,302-2099 - METER MULTI,New parts,,0302-2099,,1,Parts,,,,,,,New parts,
367,0304-0807,600018679,304-0807 -VARISTOR ASSY,New parts,,0304-0807,,1,Parts,,,,,,,New parts,
368,0305-0823,600004194,305-0823 - VOLT REG,New parts,,0305-0823,,1,Parts,,,,,,,New parts,
369,0305-0846,600015531,305-0846 - REGULATOR-VOLTAGE(MX3),New parts,,0305-0846,,1,Parts,,,,,,,New parts,
370,0305-0854-04,600084817,0305-0854-04-SR VOLT REG,New parts,1,0305-0854-04,,1,Parts,,,,,,,New parts,
371,0305-0868,600016726,305-0868 - TRANSFORMER-PCB ISLN,New parts,,0305-0868,,1,Parts,,,,,,,New parts,
372,0130-6548-02,600105135,0130-6548-02-HEAT EXCHANGER,New parts,1,0130-6548-02,,1,Parts,,,,,,,New parts,
373,0305-0902-01,600000800,305-0902-01 - Module - Freq det 12V,New parts,,0305-0902-01,,1,Parts,,,,,,,New parts,
374,0305-0949,600029808,305-0949-REGULATOR ASSY,New parts,1,0305-0949,,1,Parts,,,,,,,New parts,
375,0305-0982,600000802,305-0982-Valtage regulation,New parts,,0305-0982,,1,Parts,,,,,,,New parts,
376,0306-0643,600009976,306-0643 - HANDLE - SWITCH,New parts,1,0306-0643,,1,Parts,,,,,,,New parts,
377,0306-0644,600009977,306-0644 - HANDLE - SWITCH,New parts,1,0306-0644,,1,Parts,,,,,,,New parts,
378,0306-1341,600004055,306-1341 - HANDLE - SWITCH (RH),New parts,1,0306-1341,,1,Parts,,,,,,,New parts,
379,0306-1994,600000845,306-1994-Handle Switch,New parts,1,0306-1994,,1,Parts,,,,,,,New parts,
380,0306-1995,600000846,306-1995-Handle Switch,New parts,1,0306-1995,,1,Parts,,,,,,,New parts,
381,0306-4969-02,600075059,306-4969-02-Transfer switch assembly,New parts,1,0306-4969-02,,1,Parts,,,,,,,New parts,
382,0306-5061-02,600085120,0306-5061-02-TRANSFER SWITCH 2000A 3P 22,New parts,1,0306-5061-02,,1,Parts,,,,,,,New parts,
383,0306-5255,600016491,306-5255 - COIL-ELECTRICAL,New parts,,0306-5255,,1,Parts,,,,,,,New parts,
384,0306-5358,600088027,0306-5358-ACTUATOR,New parts,,0306-5358,,1,Parts,,,,,,,New parts,
385,0306-5427,600020065,"306-5427- COIL, ELECTRICAL",New parts,,0306-5427,,1,Parts,,,,,,,New parts,
386,0306-5440,600026942,306-5440 - FUEL PUMP SOLENOID,New parts,,0306-5440,,1,Parts,,,,,,,New parts,
387,0306-5450,600026851,306-5450-COIL,New parts,,0306-5450,,1,Parts,,,,,,,New parts,
388,0306-5465,600094852,0306-5465 - ACTUATOR,New parts,,0306-5465,,1,Parts,,,,,,,New parts,
389,0306-5466,600045168,306-5466-SD COIL,New parts,,0306-5466,,1,Parts,,,,,,,New parts,
390,0307-1056,600020066,"307-1056- ACC/ REPAY -AUX, 3PDT, 24V",New parts,1,0307-1056,,1,Parts,,,,,,,New parts,
391,0307-2167,600066327,307-2167-RELAY-START SOLENOID (24V DC),New parts,1,0307-2167,,1,Parts,,,,,,,New parts,
392,0307-2575,600015180,307-2575 - RELAY-3PDT,New parts,1,0307-2575,,1,Parts,,,,,,,New parts,
393,0307-2677-01,600017541,307-2677-01 - REPLAY-2 PST(12V),New parts,1,0307-2677-01,,1,Parts,,,,,,,New parts,
394,0307-2817-02,600033513,307-2817-02- Relay 24V,New parts,1,0307-2817-02,,1,Parts,,,,,,,New parts,
395,0307-2819,600101447,0307-2819-RELAY,New parts,1,0307-2819,,1,Parts,,,,,,,New parts,
396,0307-2968-04,600033512,307-2968-04- Relay-Power,New parts,1,0307-2968-04,,1,Parts,,,,,,,New parts,
397,0307-3003-02,600077870,307-3003-02- RELAY,New parts,1,0307-3003-02,,1,Parts,,,,,,,New parts,
398,0307-3047,600020278,307-3047- RELAY,New parts,1,0307-3047,,1,Parts,,,,,,,New parts,
399,0307-3059-02,600031740,307-3059-02-RELAT 12VDC,New parts,1,0307-3059-02,,1,Parts,,,,,,,New parts,
400,0307-3088,600020750,307-3088 - REPLAY-GROUND FAULT,New parts,1,0307-3088,,1,Parts,,,,,,,New parts,
401,0307-3187,600066165,307-3187-RELAY-CONTROL,New parts,1,0307-3187,,1,Parts,,,,,,,New parts,
402,0307-3190,600026852,307-3190-RELAY MODULE  2 WAY,New parts,1,0307-3190,,1,Parts,,,,,,,New parts,
403,0307-3191,600022049,307-3191 MODULE RELAY,New parts,1,0307-3191,,1,Parts,,,,,,,New parts,
404,0307-3194,600089075,0307-3194-RELAY-LOCKOUT,New parts,1,0307-3194,,1,Parts,,,,,,,New parts,
405,0307-3195,600074283,307-3195- ROLE,New parts,1,0307-3195,,1,Parts,,,,,,,New parts,
406,0307-3197,600081272,0307-3197 - RELAY-CONTROL,New parts,1,0307-3197,,1,Parts,,,,,,,New parts,
407,0308-0913-07,600004037,308-0913-07-Switch float,New parts,1,0308-0913-07,,1,Parts,,,,,,,New parts,
408,0308-0998,600027862,308-0998 SWITCH SELECTOR,New parts,1,0308-0998,,1,Parts,,,,,,,New parts,
409,0308-0999,600004132,308-0999 - SWITCH-EMMERGENCY STO,New parts,1,0308-0999,,1,Parts,,,,,,,New parts,
410,0308-1045,600018372,308-1045 - SWITH,New parts,1,0308-1045,,1,Parts,,,,,,,New parts,
411,0308-1052,600026943,308-1052 - SWITCH-ROTARY (TEXT),New parts,1,0308-1052,,1,Parts,,,,,,,New parts,
412,0308-1085,600012365,"308-1085 - SWITCH, SELECTOR",New parts,1,0308-1085,,1,Parts,,,,,,,New parts,
413,0308-1197,600080432,0308-1197 - SWITCH-PUSH BUTTON(EMERGENCY,New parts,1,0308-1197,,1,Parts,,,,,,,New parts,
414,0308-1217,600021406,308-1217-SWITCH LEVER,New parts,1,0308-1217,,1,Parts,,,,,,,New parts,
415,0308-1228,600072792,0308-1228-SWITCH-PUSH BUTTON ( EMERGANCY,New parts,1,0308-1228,,1,Parts,,,,,,,New parts,
416,0308-1277,600081639,0308-1277 - SWITCH-PUSH BUTTON,New parts,1,0308-1277,,1,Parts,,,,,,,New parts,
417,0309-0179,600026944,309-0179 - THERMOSTAT,New parts,1,0309-0179,,1,Parts,,,,,,,New parts,
418,0309-0269,600014305,309-0269 -SWITCH-LO ENG TEMP,New parts,1,0309-0269,,1,Parts,,,,,,,New parts,
419,0309-0436,600030323,309-0436 - THERMOSTAT,New parts,1,0309-0436,,1,Parts,,,,,,,New parts,
420,0309-0437,600030324,309-0437 -THERMOSTAT,New parts,1,0309-0437,,1,Parts,,,,,,,New parts,
421,0309-0641-03,600026945,309-0641-03 - SWITCH-PRESSURE,New parts,1,0309-0641-03,,1,Parts,,,,,,,New parts,
422,0309-0641-05,600088444,0309-0641-05-Switch pressure,New parts,1,0309-0641-05,,1,Parts,,,,,,,New parts,
423,0309-0641-07,600068198,0309-0641-07-SWITCH-PRESSURE,New parts,1,0309-0641-07,,1,Parts,,,,,,,New parts,
424,0309-0641-08,600029811,309-0641-08-SWITCH-PRESSURE,New parts,1,0309-0641-08,,1,Parts,,,,,,,New parts,
425,0309-0641-18,600083333,309-0641-18-SWITCH-PRESSURE,New parts,1,0309-0641-18,,1,Parts,,,,,,,New parts,
426,0309-0641-19,600014306,309-0641-19 -SWITCH-PRESSURE,New parts,1,0309-0641-19,,1,Parts,,,,,,,New parts,
427,0309-0641-20,600015829,309-0641-20 - SWITCH-PRESSURE,New parts,1,0309-0641-20,,1,Parts,,,,,,,New parts,
428,0309-0649,600020067,309-0649- THERMOSTAT,New parts,1,0309-0649,,1,Parts,,,,,,,New parts,
429,0309-0651-02,600053214,309-0651-02-THERMOSTAT,New parts,1,0309-0651-02,,1,Parts,,,,,,,New parts,
430,0309-0667,600015929,309-0667 - SWITCH-PRESSURE,New parts,,0309-0667,,1,Parts,,,,,,,New parts,
431,0309-0672,600015860,309-0672 - SWITCH-HI WATER TEMP,New parts,1,0309-0672,,1,Parts,,,,,,,New parts,
432,0309-0673,600044582,309-0673-HIGH TEMPERATURE SWITCH,New parts,1,0309-0673,,1,Parts,,,,,,,New parts,
433,0309-0710-01,600069887,309-0710-01- CAM BIEN NHIEN LIEU,New parts,1,0309-0710-01,,1,Parts,,,,,,,New parts,
434,0309-0714,600020068,309-0714- SWITCH PRESSURE,New parts,1,0309-0714,,1,Parts,,,,,,,New parts,
435,0315-0655-03,600033061,315-0655-03-TRANSFORMER-POWER,New parts,1,0315-0655-03,,1,Parts,,,,,,,New parts,
436,0315-1672-06,600075349,315-1672-06-TRANSFORMER-CURRENT,New parts,1,0315-1672-06,,1,Parts,,,,,,,New parts,
437,0315-1786,600027426,315-1786- TRANSFORMER-CURRENT,New parts,1,0315-1786,,1,Parts,,,,,,,New parts,
438,0319-1701-01,600091710,0319-1701-01 - DOOR-CONTROL,New parts,1,0319-1701-01,,1,Parts,,,,,,,New parts,
439,0319-5010,600031886,319-5010-DOOR ASSY,New parts,1,0319-5010,,1,Parts,,,,,,,New parts,
440,0319-5011,600085544,0319-5011-DOOR ASSY (W/O METERS),New parts,1,0319-5011,,1,Parts,,,,,,,New parts,
441,0320-1706-11,600017542,320-1706-11 - CIRCUIT BREAKER,New parts,1,0320-1706-11,,1,Parts,,,,,,,New parts,
