Lot,No,Date,From plant,To plant,Status,STO,SAP,Part code,Qty,weight/pce,Est weight,L,W,H
1,1,44518,VN49,VN49,Recorded on SAP,8150281855,600001853,3917123,1,0.128,0.128,7,6,6
1,2,44518,VN49,VN49,Recorded on SAP,8150281855,600109508,4093825,1,0.5,0.5,20,12,10
1,3,44518,VN49,VN49,Recorded on SAP,8150281855,600001993,3939258,2,0.05,0.1,7,7,1
1,4,44518,VN49,VN49,Recorded on SAP,8150281855,600109507,A053R080,1,70,70,72,46,51
2,1,44518,VNT0,VNT0,Recorded on SAP,8150281905,600003033,LF3970,10,0.594,5.94,9.5,9.5,17
3,1,44530,VNT0,VNT0,Recorded on SAP,,600003951,3087587,6,1.2,7.2,23,9,6
3,2,44530,VNT0,VNT0,Recorded on SAP,,600002064,4000504,6,0.005,0.03,19,22,6
3,3,44530,VNT0,VNT0,Recorded on SAP,,600001373,3634664,2,0.3,0.6,1,22,35
3,4,44530,VNT0,VNT0,Recorded on SAP,,600010662,3086192,12,0.052,0.624,10,10,1
3,5,44530,VNT0,VNT0,Recorded on SAP,,600014822,3086193,12,0.068,0.816,15,10,1
3,6,44530,VNT0,VNT0,Recorded on SAP,,600000760,3043909,6,0.333,1.68,12,7,7
3,7,44530,VNT0,VNT0,Recorded on SAP,,600104346,5373849,6,0.2,1.2,37,25,1
3,8,44530,VNT0,VNT0,Recorded on SAP,,600000601,3011076,12,0.013,0.156,18,18,1
3,9,44530,VNT0,VNT0,Recorded on SAP,,600000616,3014668,12,0.01,0.12,10,10,1
3,10,44530,VNT0,VNT0,Recorded on SAP,,600000952,3081489,6,0.04,0.24,21,28,1
4,1,44531,VNT0,VNT0,Recorded on SAP,,600003881,4025322,11,0.37,4.07,12,6,9
4,2,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,1,23,23,37,37,39
4,3,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,1,23,23,37,37,39
4,4,44531,VNT0,VNT0,Recorded on SAP,,600000458,212161,1000,0.01,1,4,4,1
4,5,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,2,23,46,37,37,39
4,6,44531,VNT0,VNT0,Recorded on SAP,,600002194,4893693,54,0.03,#N/A,#N/A,#N/A,#N/A
4,7,44531,VNT0,VNT0,Recorded on SAP,,600003951,3087587,10,1.2,12,23,9,6
4,8,44531,VNT0,VNT0,Recorded on SAP,,600000434,205898,140,0.032,4.48,1,1,1.3
4,9,44531,VNT0,VNT0,Recorded on SAP,,600000299,135675,10,0.5,5,12,7,7
4,10,44531,VNT0,VNT0,Recorded on SAP,,600000935,3077198,12,0.065,1.2,62,23,1
4,11,44531,VNT0,VNT0,Recorded on SAP,,600002220,68241,3,0.135,0.405,8,2,2
4,12,44531,VNT0,VNT0,Recorded on SAP,,600015388,4983584,3,0.476,1.428,16.5,11.1,9.8
4,13,44531,VNT0,VNT0,Recorded on SAP,,600002166,4089649,5,1.5,7.5,80,33,5
4,14,44531,VNT0,VNT0,Recorded on SAP,,600030227,4942278,25,0.1,2.5,2,2,2
4,15,44531,VNT0,VNT0,Recorded on SAP,,600017590,3969562,282,0.05,#N/A,#N/A,#N/A,#N/A
4,16,44531,VNT0,VNT0,Recorded on SAP,,600109021,4068673RX,4,21.33,85.32,34,21,25
4,17,44531,VNT0,VNT0,Recorded on SAP,,600045503,2882146,1,0.463,0.463,15,14,8
4,18,44531,VNT0,VNT0,Recorded on SAP,,600081265,5291050,1,2.176,2.176,15.5,12.3,10.5
4,19,44531,VNT0,VNT0,Recorded on SAP,,600003871,3094716,14,0.14,1.96,12,8,4
4,20,44531,VNT0,VNT0,Recorded on SAP,,600075950,3866885,1,0.113,0.113,15,4,15
4,21,44531,VNT0,VNT0,Recorded on SAP,,600107667,3050419RX,1,43.227,43.227,58,44,33
4,22,44531,VNT0,VNT0,Recorded on SAP,,#N/A,193-0244-99,12,,#N/A,#N/A,#N/A,#N/A
4,23,44531,VNT0,VNT0,Recorded on SAP,,600018392,4955230,1,3,3,100,39,5
4,24,44531,VNT0,VNT0,Recorded on SAP,,600028628,4955352,4,1.1,4.4,35.1,21.3,11.1
4,25,44531,VNT0,VNT0,Recorded on SAP,,600002192,4891178,8,0.065,0.52,7,7,9
4,26,44531,VNT0,VNT0,Recorded on SAP,,600015388,4983584,3,0.476,1.428,16.5,11.1,9.8
4,27,44531,VNT0,VNT0,Recorded on SAP,,600053590,5282841,1,10,10,32,32,25
4,28,44531,VNT0,VNT0,Recorded on SAP,,600075247,4327017,2,0.01,0.02,3,2,2
4,29,44531,VNT0,VNT0,Recorded on SAP,,600001268,3519627,2,0.06,0.12,10,15,1
4,30,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,3,23,69,37,37,39
4,31,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,1,23,23,37,37,39
4,32,44531,VNT0,VNT0,Recorded on SAP,,600001443,3801697,2,23,46,37,37,39
4,33,44531,VNT0,VNT0,Recorded on SAP,,600067616,4090028,21,0.11,2.31,18.2,17.4,6.3
4,34,44531,VNT0,VNT0,Recorded on SAP,,600032966,5257595,4,0.272,1.088,12,11,9
4,35,44531,VNT0,VNT0,Recorded on SAP,,600068576,2882145,1,7.71,7.71,33,27,28
4,36,44531,VNT0,VNT0,Recorded on SAP,,600093796,5473238,5,2.63,13.15,19,16,17
4,37,44531,VNT0,VNT0,Recorded on SAP,,#N/A,302-2057-34,1,,#N/A,#N/A,#N/A,#N/A
4,38,44531,VNT0,VNT0,Recorded on SAP,,600000793,3050692,3,1,3,13,12,13
4,39,44531,VNT0,VNT0,Recorded on SAP,,600000793,3050692,36,1,36,13,12,13
4,40,44531,VNT0,VNT0,Recorded on SAP,,600000793,3050692,9,1,9,13,12,13
4,41,44531,VNT0,VNT0,Recorded on SAP,,600020840,4920076,150,0.015,2.25,25,18,1
4,42,44531,VNT0,VNT0,Recorded on SAP,,600081265,5291050,2,2.176,4.352,15.5,12.3,10.5
4,43,44531,VNT0,VNT0,Recorded on SAP,,600018193,3942535,1,0.32,0.32,13,13,3
4,44,44531,VNT0,VNT0,Recorded on SAP,,600000579,3007525,15,12.493,187.395,24,24,41
4,45,44531,VNT0,VNT0,Recorded on SAP,,600000579,3007525,35,12.493,437.255,24,24,41
4,46,44531,VNT0,VNT0,Recorded on SAP,,600000579,3007525,16,12.493,199.888,24,24,41
4,47,44531,VNT0,VNT0,Recorded on SAP,,600002158,4089489,81,0.19,15.39,17,17,3
4,48,44531,VNT0,VNT0,Recorded on SAP,,600018559,3042713,60,0.04,2.4,3,2,2
4,49,44531,VNT0,VNT0,Recorded on SAP,,600002158,4089489,93,0.19,17.67,17,17,3
4,50,44531,VNT0,VNT0,Recorded on SAP,,600002171,4089811,25,0.21,5.25,17,3,17
4,51,44531,VNT0,VNT0,Recorded on SAP,,600028894,4955976,130,0.218,28.34,16,16,3
4,52,44531,VNT0,VNT0,Recorded on SAP,,600028894,4955976,15,0.218,3.27,16,16,3
4,53,44531,VNT0,VNT0,Recorded on SAP,,600107265,3918108,7,0.5,3.5,1,1,2
4,54,44531,VNT0,VNT0,Recorded on SAP,,600001359,3631241,18,8,144,17,17,26
4,55,44531,VNT0,VNT0,Recorded on SAP,,600002215,0511-0161-10,1,0.99,0.99,18,15,15
4,56,44531,VNT0,VNT0,Recorded on SAP,,600088255,5412996,1,0.54,0.54,20,20,12
4,57,44531,VNT0,VNT0,Recorded on SAP,,600001446,3801712,1,1.39,1.39,27.5,5.7,27.6
4,58,44531,VNT0,VNT0,Recorded on SAP,,600107929,4101077,2,1,2,10,10,10
4,59,44531,VNT0,VNT0,Recorded on SAP,,600080027,A026K278,2,0.13,0.56,9,8,8
4,60,44531,VNT0,VNT0,Recorded on SAP,,#N/A,4076598 ,1,0.23,#N/A,#N/A,#N/A,#N/A
4,61,44531,VNT0,VNT0,Recorded on SAP,,#N/A,4010077 ,1,0.05,#N/A,#N/A,#N/A,#N/A
4,62,44531,VNT0,VNT0,Recorded on SAP,,600080430,0300-6014,3,0.279,0.837,17,13,6
4,63,44531,VNT0,VNT0,Recorded on SAP,,600001483,3802322,11,0.2,2.2,3.5,3.5,17.6
4,64,44531,VNT0,VNT0,Recorded on SAP,,600001112,3288689,4,0.22,0.88,32,9,3
4,65,44531,VNT0,VNT0,Recorded on SAP,,600107231,2881766,1,4,4,121,46,8
4,66,44531,VNT0,VNT0,Recorded on SAP,,600107231,2881766,1,4,4,121,46,8
4,67,44531,VNT0,VNT0,Recorded on SAP,,600004266,3288554,2,0.18,0.36,28,9,3
4,68,44531,VNT0,VNT0,Recorded on SAP,,600028894,4955976,5,0.218,1.09,16,16,3
4,69,44531,VNT0,VNT0,Recorded on SAP,,600003099,WF2076,12,0.65,7.8,9.5,9.5,14
4,70,44531,VNT0,VNT0,Recorded on SAP,,600002393,AF25278,1,5.84,5.84,44,44,50
4,71,44531,VNT0,VNT0,Recorded on SAP,,600002393,AF25278,7,5.84,40.88,44,44,50
4,72,44531,VNT0,VNT0,Recorded on SAP,,600002393,AF25278,8,5.84,46.72,44,44,50
4,73,44531,VNT0,VNT0,Recorded on SAP,,600002750,FS1280,16,0.58,9.28,17,9.5,17
4,74,44531,VNT0,VNT0,Recorded on SAP,,600107730,AF4579,1,0.726,0.726,16.51,16.51,26.67
4,75,44531,VNT0,VNT0,Recorded on SAP,,600003081,LF9009,6,1.56,9.36,12,12,29.5
4,76,44531,VNT0,VNT0,Recorded on SAP,,600002729,FS1000,12,0.73,8.76,6.92,15.68,27.94
4,77,44531,VNT0,VNT0,Recorded on SAP,,600002909,LF3000,6,1.56,9.36,12.08,12.17,31.4
4,78,44531,VNT0,VNT0,Recorded on SAP,,600002384,AF25129M,8,3.2,25.6,30,29,44
4,79,44531,VNT0,VNT0,Recorded on SAP,,600014139,FF5580,24,4.25,102,9,9,17
4,80,44531,VNT0,VNT0,Recorded on SAP,,600003032,LF3959,6,0.594,3.564,6.96,15.79,20
4,81,44531,VNT0,VNT0,Recorded on SAP,,600002774,FS19605,12,1.37,16.44,9,9,8
4,82,44531,VNT0,VNT0,Recorded on SAP,,600002567,AF872M,1,5.56,5.56,48.5,48.5,41
4,83,44531,VNT0,VNT0,Recorded on SAP,,600107971,AF26326,4,4.47,17.88,36.5,36.5,61
4,84,44531,VNT0,VNT0,Recorded on SAP,,600002429,AF25593,2,5.73,11.46,43,43,63
5,1,44531,VNT0,VNT0,Recorded on SAP,8150283414,600002393,AF25278,4,5.84,23.36,44,44,50
6,1,44532,VN49,VN49,Recorded on SAP,8150283127,600002735,FS1040,2,8.37,16.74,12,12,30
6,2,44532,VN49,VN49,Recorded on SAP,8150283127,600002735,FS1040,1,8.37,8.37,12,12,30
6,3,44532,VN49,VN49,Recorded on SAP,8150283127,600102032,A054J968,3,2.5,7.5,36,23,15
6,4,44532,VN49,VN49,Recorded on SAP,8150283127,600002220,68241,6,0.135,0.81,8,2,2
6,5,44532,VN49,VN49,Recorded on SAP,8150283127,600088340,0416-1190,4,23,92,36,31,38
6,6,44532,VN49,VN49,Recorded on SAP,8150283127,600010565,4955239,12,0.222,2.664,4.4,4.4,24.1
6,7,44532,VN49,VN49,Recorded on SAP,8150283127,600003083,LF9018,174,1.975,343.65,11.5,11.5,32
6,8,44532,VN49,VN49,Recorded on SAP,8150283127,600003083,LF9018,900,1.975,1777.5,11.5,11.5,32
6,9,44532,VN49,VN49,Recorded on SAP,8150283127,600003083,LF9018,408,1.975,805.8,11.5,11.5,32
6,10,44532,VN49,VN49,Recorded on SAP,8150283127,600002853,HF6319,8,2.38,19.04,16.667,16.667,48.578
6,11,44532,VN49,VN49,Recorded on SAP,8150283127,600002853,HF6319,60,2.38,142.8,16.667,16.667,48.578
6,12,44532,VN49,VN49,Recorded on SAP,8150283127,600002813,HF35255,60,0.61,36.6,12.12,12.46,25.72
6,13,44532,VN49,VN49,Recorded on SAP,8150283127,600021075,HF28813,50,0.24,12,6,6,23
6,14,44532,VN49,VN49,Recorded on SAP,8150283127,600021075,HF28813,50,0.24,12,6,6,23
6,15,44532,VN49,VN49,Recorded on SAP,8150283127,600003586,HF28894,7,0.93,6.51,9.5,9.5,19
6,16,44532,VN49,VN49,Recorded on SAP,8150283127,600003586,HF28894,20,0.93,18.6,9.5,9.5,19
6,17,44532,VN49,VN49,Recorded on SAP,8150283127,600003586,HF28894,13,0.93,12.09,9.5,9.5,19
6,18,44532,VN49,VN49,Recorded on SAP,8150283127,600002890,HF7070,15,0.57,8.55,24.605,11.27,12.065
6,19,44532,VN49,VN49,Recorded on SAP,8150283127,600002890,HF7070,15,0.57,8.55,24.605,11.27,12.065
6,20,44532,VN49,VN49,Recorded on SAP,8150283127,600002874,HF6565,9,1.308,11.772,10.77,10.617,25.629
6,21,44532,VN49,VN49,Recorded on SAP,8150283127,600002874,HF6565,36,1.308,47.088,10.77,10.617,25.629
6,22,44532,VN49,VN49,Recorded on SAP,8150283127,600002836,HF6202,4,0.937,3.748,13.92,14.05,30.16
6,23,44532,VN49,VN49,Recorded on SAP,8150283127,600002836,HF6202,2,0.937,1.874,13.92,14.05,30.16
6,24,44532,VN49,VN49,Recorded on SAP,8150283127,600002433,AF25627,0,4,0,35,35,55
6,25,44532,VN49,VN49,Recorded on SAP,8150283127,600002433,AF25627,20,4,80,35,35,55
6,26,44532,VN49,VN49,Recorded on SAP,8150283127,600002415,AF25468,1,1.285,1.285,22,22,44
6,27,44532,VN49,VN49,Recorded on SAP,8150283127,600002415,AF25468,19,1.285,24.415,22,22,44
6,28,44532,VN49,VN49,Recorded on SAP,8150283127,600002532,AF4801,1,3.633,3.633,31.907,31.907,50.8
6,29,44532,VN49,VN49,Recorded on SAP,8150283127,600002532,AF4801,1,3.633,3.633,31.907,31.907,50.8
6,30,44532,VN49,VN49,Recorded on SAP,8150283127,600002534,AF4819,3,1.444,4.332,19.685,19.685,48.26
6,31,44532,VN49,VN49,Recorded on SAP,8150283127,600002534,AF4819,1,1.444,1.444,19.685,19.685,48.26
6,32,44532,VN49,VN49,Recorded on SAP,8150283127,600002534,AF4819,1,1.444,1.444,19.685,19.685,48.26
6,33,44532,VN49,VN49,Recorded on SAP,8150283127,600002362,AF1921M,5,4.73,23.65,31.907,31.907,63.34
6,34,44532,VN49,VN49,Recorded on SAP,8150283127,600002364,AF1922M,1,1.75,1.75,19.685,19.685,61.039
6,35,44532,VN49,VN49,Recorded on SAP,8150283127,600093190,5367762,1,20,20,44.5,32.5,24.5
6,36,44532,VN49,VN49,Recorded on SAP,8150283127,600003718,0300-4308-01,2,0.901,1.802,18,15,15
6,37,44532,VN49,VN49,Recorded on SAP,8150283127,600104627,FS53015,20,0.987,19.74,14.8,14.8,22
6,38,44532,VN49,VN49,Recorded on SAP,8150283127,600068575,4903472PX,6,1.66,9.96,26,13,5
6,39,44532,VN49,VN49,Recorded on SAP,8150283127,600107635,5633425,2,13.15,26.3,28,25,28
6,40,44532,VN49,VN49,Recorded on SAP,8150283127,600109589,A064S977,1,0.6,0.6,19,23,11
6,41,44532,VN49,VN49,Recorded on SAP,8150283127,600109671,0320-1710,1,0.072,0.072,4,5,1
6,42,44532,VN49,VN49,Recorded on SAP,8150283127,600109670,0320-1769-01,1,0.027,0.027,5,4,7
7,1,44540,VN49,VN49,Recorded on SAP,8150283750,600000318,0150-2201,2,0.126,0.252,8,6,11
7,2,44540,VN49,VN49,Recorded on SAP,8150283750,600082600,A045G121,1,2.34,2.34,34,34,15
7,3,44540,VN49,VN49,Recorded on SAP,8150283750,600002774,FS19605,12,1.37,16.44,9,9,8
7,4,44540,VN49,VN49,Recorded on SAP,8150283750,600003072,LF747,6,1.31,7.86,12,12,28
7,5,44540,VN49,VN49,Recorded on SAP,8150283750,600003072,LF747,72,1.31,94.32,12,12,28
7,6,44540,VN49,VN49,Recorded on SAP,8150283750,600002393,AF25278,1,5.84,5.84,44,44,50
7,7,44540,VN49,VN49,Recorded on SAP,8150283750,600002393,AF25278,1,5.84,5.84,44,44,50
7,8,44540,VN49,VN49,Recorded on SAP,8150283750,600074824,CC2869,15,22.54,338.1,28,28,27
7,9,44540,VN49,VN49,Recorded on SAP,8150283750,600002364,AF1922M,2,1.75,3.5,19.685,19.685,61.039
7,10,44540,VN49,VN49,Recorded on SAP,8150283750,600002385,AF25130M,6,0.674,4.044,16.002,16.002,41.402
7,11,44540,VN49,VN49,Recorded on SAP,8150283750,600003072,LF747,42,1.31,55.02,12,12,28
7,12,44540,VN49,VN49,Recorded on SAP,8150283750,600002433,AF25627,5,4,20,35,35,55
7,13,44540,VN49,VN49,Recorded on SAP,8150283750,600002433,AF25627,4,4,16,35,35,55
7,14,44540,VN49,VN49,Recorded on SAP,8150283750,600003586,HF28894,6,0.93,5.58,9.5,9.5,19
7,15,44540,VN49,VN49,Recorded on SAP,8150283750,600002874,HF6565,6,1.308,7.848,10.77,10.617,25.629
7,16,44540,VN49,VN49,Recorded on SAP,8150283750,600002433,AF25627,1,4,4,35,35,55
7,17,44540,VN49,VN49,Recorded on SAP,8150283750,600002362,AF1921M,2,4.73,9.46,31.907,31.907,63.34
7,18,44540,VN49,VN49,Recorded on SAP,8150283750,600082600,A045G121,1,2.34,2.34,34,34,15
7,19,44540,VN49,VN49,Recorded on SAP,8150283750,600033065,2881769,1,57,57,40,40,40
7,20,44540,VN49,VN49,Recorded on SAP,8150283750,600002156,4089478,1,2.412,2.412,100,38,5
7,21,44540,VN49,VN49,Recorded on SAP,8150283750,600095816,4372403,1,13.67,13.67,33,25,22
7,22,44540,VN49,VN49,Recorded on SAP,8150283750,600081510,3963815,1,5,5,72,22,22
7,23,44540,VN49,VN49,Recorded on SAP,8150283750,600092672,4334457,1,291,291,170,40,52
8,1,44553,VN49,VN49,Recorded on SAP,8150284730,600002627,DCA65L,60,2.285,137.1,12,12,26.5
8,2,44553,VN49,VN49,Recorded on SAP,8150284730,600002567,AF872M,1,5.56,5.56,48.5,48.5,41
8,3,44553,VN49,VN49,Recorded on SAP,8150284730,600081510,3963815,0,5,0,72,22,22
8,4,44553,VN49,VN49,Recorded on SAP,8150284730,600003099,WF2076,53,0.65,34.45,9.5,9.5,14
8,5,44553,VN49,VN49,Recorded on SAP,8150284730,600085241,880966,80,18,#N/A,#N/A,#N/A,#N/A
8,6,44553,VN49,VN49,Recorded on SAP,8150284730,600002740,FS1216,5,1.375,6.875,32,12,32
8,7,44553,VN49,VN49,Recorded on SAP,8150284730,600003102,WF2126,1,0.68,0.68,9.5,9.5,15
8,8,44553,VN49,VN49,Recorded on SAP,8150284730,600009310,FS20000,10,0.965,9.65,17.899,13.983,11.746
8,9,44553,VN49,VN49,Recorded on SAP,8150284730,600029501,FS19596,10,5.82,58.2,9.5,9.5,24
9,1,44557,VNT0,VNT0,Recorded on SAP,8150285082,600077702,3651893,3,35,105,63,22,33.8
9,2,44557,VNT0,VNT0,Recorded on SAP,8150285082,600002918,LF3325,278,1.7,472.6,12,12,19
9,3,44557,VNT0,VNT0,Recorded on SAP,8150285082,600102277,5529499,1,100,100,93,38,28
9,4,44557,VNT0,VNT0,Recorded on SAP,8150285082,600003590,AF4553M,75,4.43,332.25,38.257,38.257,53.815
9,5,44557,VNT0,VNT0,Recorded on SAP,8150285082,600002220,68241,6,0.135,0.81,8,2,2
9,6,44557,VNT0,VNT0,Recorded on SAP,8150285082,600003098,WF2075,130,0.59,76.7,6.96,15.79,16.51
9,7,44557,VNT0,VNT0,Recorded on SAP,8150285082,600002735,FS1040,1,8.37,8.37,12,12,30
10,1,44565,VN49,VN49,Recorded on SAP,8150285161,600003054,LF667,4,1.31,5.24,11,11,26
10,2,44565,VN49,VN49,Recorded on SAP,8150285161,600002393,AF25278,2,5.84,11.68,44,44,50
10,3,44565,VN49,VN49,Recorded on SAP,8150285161,600095543,5413027,1,0.7,0.7,20,20,12
10,4,44565,VN49,VN49,Recorded on SAP,8150285161,600080430,0300-6014,1,0.279,0.279,17,13,6
10,5,44565,VN49,VN49,Recorded on SAP,8150285161,600001337,3609826,1,0.05,0.05,7,5,7
10,6,44565,VN49,VN49,Recorded on SAP,8150285161,600027115,0300-6090,1,0.42,0.42,19,17,17
10,7,44565,VN49,VN49,Recorded on SAP,8150285161,600000414,201989,2,0.2,0.4,17,17,3
10,8,44565,VN49,VN49,Recorded on SAP,8150285161,600000629,3016760,12,0.11,1.32,9,4,4
10,9,44565,VN49,VN49,Recorded on SAP,8150285161,600095543,5413027,1,0.7,0.7,20,20,12
10,10,44565,VN49,VN49,Recorded on SAP,8150285161,600109673,A030S109,2,0.048,0.096,13,15,1
10,11,44565,VN49,VN49,Recorded on SAP,8150285161,600081166,A051Y903,2,2.508,5.016,37.5,18.7,23.3
10,12,44565,VN49,VN49,Recorded on SAP,8150285161,600088324,A055G562,1,0.1,0.1,9,9,4
10,13,44565,VN49,VN49,Recorded on SAP,8150285161,600002364,AF1922M,2,1.75,3.5,19.685,19.685,61.039
10,14,44565,VN49,VN49,Recorded on SAP,8150285161,600002479,AF4100,1,3.76,3.76,21.082,20.828,73.152
10,15,44565,VN49,VN49,Recorded on SAP,8150285161,600091598,AF55781,2,1.12,2.24,48,27,9
10,16,44565,VN49,VN49,Recorded on SAP,8150285161,600091599,AF55815,6,0.31,1.86,29,17,6
10,17,44565,VN49,VN49,Recorded on SAP,8150285161,600030076,FF5644,6,9.48,56.88,12,12,27
10,18,44565,VN49,VN49,Recorded on SAP,8150285161,600003586,HF28894,6,0.93,5.58,9.5,9.5,19
10,19,44565,VN49,VN49,Recorded on SAP,8150285161,600002795,HF28910,40,3.5605,142.42,18.5,18.5,46.5
10,20,44565,VN49,VN49,Recorded on SAP,8150285161,600002799,HF28938,35,0.66,23.1,10.16,9.906,16.129
10,21,44565,VN49,VN49,Recorded on SAP,8150285161,600002799,HF28938,3,0.66,1.98,10.16,9.906,16.129
10,22,44565,VN49,VN49,Recorded on SAP,8150285161,600002813,HF35255,204,0.61,124.44,12.12,12.46,25.72
10,23,44565,VN49,VN49,Recorded on SAP,8150285161,600002819,HF6097,6,3.66,21.96,10,10,24
10,24,44565,VN49,VN49,Recorded on SAP,8150285161,600002844,HF6305,6,1.345,8.07,12.75,25.48,40.48
10,25,44565,VN49,VN49,Recorded on SAP,8150285161,600002874,HF6565,6,1.308,7.848,10.77,10.617,25.629
10,26,44565,VN49,VN49,Recorded on SAP,8150285161,600002882,HF6710,54,0.95,51.3,13,13,17
10,27,44565,VN49,VN49,Recorded on SAP,8150285161,600002890,HF7070,5,0.57,2.85,24.605,11.27,12.065
10,28,44565,VN49,VN49,Recorded on SAP,8150285161,600002893,HF7553,6,0.7,4.2,9.6,9.6,14.7
10,29,44565,VN49,VN49,Recorded on SAP,8150285161,600002899,HF7935,6,1.332,7.992,4.87,7.3,17.78
10,30,44565,VN49,VN49,Recorded on SAP,8150285161,600002968,LF3478,6,1.07,6.42,12.08,12.17,21.9
10,31,44565,VN49,VN49,Recorded on SAP,8150285161,600003072,LF747,24,1.31,31.44,12,12,28
10,32,44565,VN49,VN49,Recorded on SAP,8150285161,600003072,LF747,48,1.31,62.88,12,12,28
10,33,44565,VN49,VN49,Recorded on SAP,8150285161,600018494,WF2091,36,1.281,46.116,7.96,18.18,22.06
10,34,44565,VN49,VN49,Recorded on SAP,8150285161,#N/A,300-6014,0,,#N/A,#N/A,#N/A,#N/A
11,1,44573,VN49,VN49,Recorded on SAP,8150285924,#N/A,300-6014,2,,#N/A,#N/A,#N/A,#N/A
11,2,44573,VN49,VN49,Recorded on SAP,8150285924,600000793,3050692,10,1,10,13,12,13
11,3,44573,VN49,VN49,Recorded on SAP,8150285924,600000793,3050692,1,1,1,13,12,13
11,4,44573,VN49,VN49,Recorded on SAP,8150285924,600000793,3050692,2,1,2,13,12,13
11,5,44573,VN49,VN49,Recorded on SAP,8150285924,600001567,3803703,0,5.7,0,18,18,34
11,6,44573,VN49,VN49,Recorded on SAP,8150285924,600001567,3803703,0,5.7,0,18,18,34
11,7,44573,VN49,VN49,Recorded on SAP,8150285924,600002098,4025120,0,3.21,0,26,11,16
11,8,44573,VN49,VN49,Recorded on SAP,8150285924,600002098,4025120,0,3.21,0,26,11,16
11,9,44573,VN49,VN49,Recorded on SAP,8150285924,600002393,AF25278,8,5.84,46.72,44,44,50
11,10,44573,VN49,VN49,Recorded on SAP,8150285924,600002438,AF25708M,2,3.22,6.44,30.99,30.23,59.69
11,11,44573,VN49,VN49,Recorded on SAP,8150285924,600002438,AF25708M,6,3.22,19.32,30.99,30.23,59.69
11,12,44573,VN49,VN49,Recorded on SAP,8150285924,600002627,DCA65L,32,2.285,73.12,12,12,26.5
11,13,44573,VN49,VN49,Recorded on SAP,8150285924,600002627,DCA65L,556,2.285,1270.46,12,12,26.5
11,14,44573,VN49,VN49,Recorded on SAP,8150285924,600002782,FS20203,1,0.39,0.39,11,11,25
11,15,44573,VN49,VN49,Recorded on SAP,8150285924,600003098,WF2075,8,0.59,4.72,6.96,15.79,16.51
11,16,44573,VN49,VN49,Recorded on SAP,8150285924,600003099,WF2076,10,0.65,6.5,9.5,9.5,14
11,17,44573,VN49,VN49,Recorded on SAP,8150285924,600003102,WF2126,1,0.68,0.68,9.5,9.5,15
11,18,44573,VN49,VN49,Recorded on SAP,8150285924,600003102,WF2126,2,0.68,1.36,9.5,9.5,15
11,19,44573,VN49,VN49,Recorded on SAP,8150285924,600073376,5309255,1,0.104,0.104,95,3,1
11,20,44573,VN49,VN49,Recorded on SAP,8150285924,600081283,4309175,1,2.58,2.58,25,34,8
11,21,44573,VN49,VN49,Recorded on SAP,8150285924,600081340,3649550,1,0.88,0.88,29,28,6.5
11,22,44573,VN49,VN49,Recorded on SAP,8150285924,600109927,4946862,1,0.1,0.1,8,4,4
11,23,44573,VN49,VN49,Recorded on SAP,8150285924,600002433,AF25627,10,4,40,35,35,55
11,24,44573,VN49,VN49,Recorded on SAP,8150285924,600002735,FS1040,20,8.37,167.4,12,12,30
